latitude,longitude,elevation,slope,aspect,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_48h,rainfall_72h,antecedent_rainfall_3d,soil_moisture,temperature,humidity,distance_to_road_m,distance_to_river_m,historical_landslide_density,distance_to_previous_landslide_m,landslide_occurrence
10.12124,77.03024,1468.3,30.7,103.7,18.2,39.9,77.9,133.2,203.5,316.7,110.3,0.819,20.3,91.9,226.5,468.0,0.752,588.6,1
26.07941,91.82208,115.5,22.2,37.6,37.0,47.3,85.8,150.5,234.4,347.4,123.0,0.78,21.1,89.6,53.7,148.4,0.31,4072.2,1
26.08038,91.82769,75.5,24.7,19.0,0.7,3.0,4.1,6.1,17.7,28.5,8.7,0.195,27.0,59.3,44.6,417.5,0.535,1548.9,0
25.99682,91.78087,229.1,28.8,137.2,2.5,7.6,12.0,17.4,36.0,39.6,15.0,0.245,26.6,60.9,17.7,376.8,0.658,845.4,0
26.09407,91.84032,71.2,24.0,41.9,19.0,103.8,208.3,291.2,420.0,600.0,220.2,0.98,22.8,86.7,83.6,416.8,0.496,441.5,1
25.33751,91.62703,1065.6,37.6,65.4,12.5,48.7,108.8,154.2,250.7,299.1,115.7,0.742,15.7,95.1,29.1,178.7,0.779,229.8,1
25.23514,91.72232,1444.9,34.7,159.8,0.6,6.3,7.2,10.7,12.9,35.9,10.6,0.27,14.0,52.5,93.4,158.1,0.852,1461.8,0
25.57736,91.93267,1562.4,31.6,250.8,15.2,57.5,100.8,127.3,225.1,299.4,107.9,0.683,18.9,97.8,14.1,688.8,0.703,95.9,1
25.59907,91.92052,1422.8,26.2,196.7,1.9,4.3,9.0,11.4,18.6,27.1,9.5,0.377,20.0,80.9,33.9,381.3,0.605,68.0,0
25.60225,91.89868,1202.9,31.2,12.9,0.4,0.7,2.1,2.4,17.0,45.4,11.3,0.16,25.1,52.4,103.7,257.9,0.79,43.0,0
25.60256,91.92975,1531.2,27.2,70.0,30.5,45.8,89.2,144.4,244.0,382.8,129.8,0.706,16.6,86.1,198.6,423.1,0.478,246.1,1
23.74462,92.70699,1096.0,30.4,142.0,4.7,17.4,42.3,51.4,78.6,116.4,41.4,0.476,14.0,82.3,33.0,483.5,0.808,1073.1,1
23.80246,92.66575,1049.0,37.9,284.6,11.8,27.1,70.4,91.3,129.3,187.7,68.7,0.645,17.6,97.9,23.6,818.8,0.883,2308.8,1
23.78625,92.80404,1147.0,36.5,168.4,12.9,33.5,52.1,74.4,118.1,137.1,54.1,0.503,16.8,82.3,30.4,438.6,0.566,573.2,1
23.7856,92.75434,1292.9,34.6,216.9,28.0,51.6,91.7,114.1,159.1,231.4,85.0,0.717,21.9,92.3,83.5,264.1,0.872,199.3,1
23.74351,92.6757,914.7,40.2,268.9,0.9,2.5,2.8,5.0,8.2,10.7,4.0,0.451,18.9,86.0,75.1,392.1,0.635,23.1,0
11.54004,76.17692,855.3,25.3,239.0,0.1,0.2,0.4,0.5,10.5,12.6,3.7,0.147,23.7,55.2,234.4,168.3,0.816,101.3,0
10.09691,76.99447,1473.9,45.6,285.2,3.3,4.4,6.8,11.4,16.8,23.4,8.6,0.265,25.4,62.8,13.3,405.7,0.913,481.6,0
26.0434,91.76539,197.8,21.1,280.7,12.6,45.8,65.4,110.0,138.1,209.5,77.7,0.642,21.6,94.6,83.8,284.6,0.524,4322.5,1
26.04473,91.74572,95.3,17.2,23.7,0.8,2.8,4.3,6.2,16.0,41.8,11.2,0.267,28.0,55.9,117.3,514.8,0.515,289.4,0
26.01525,91.88413,275.0,30.5,110.7,19.1,61.4,179.1,213.5,270.0,368.7,143.4,0.97,23.9,81.5,19.7,296.7,0.936,510.4,1
26.12801,91.73554,80.4,32.8,90.8,15.2,25.6,36.5,61.8,107.3,127.0,48.5,0.605,23.6,86.1,287.2,513.2,0.426,4219.1,0
25.30314,91.60394,1024.8,39.7,133.2,23.6,76.5,93.8,141.4,175.0,228.0,91.4,0.808,15.5,91.8,512.7,175.2,0.902,262.4,1
25.20721,91.68256,1640.3,30.9,233.4,29.3,43.4,90.9,149.2,195.2,247.6,98.9,0.723,16.7,95.6,58.2,136.6,0.834,621.6,1
25.57469,91.87107,1469.6,26.8,106.4,9.1,34.3,92.5,113.7,174.6,269.1,94.0,0.659,20.5,89.4,42.7,645.2,0.477,726.5,1
25.59698,91.88216,1534.8,31.7,110.5,41.4,99.5,110.8,183.8,300.1,350.6,136.9,0.881,12.0,90.5,239.8,487.3,0.76,2096.7,1
25.63708,91.90935,1266.0,42.1,231.8,10.0,44.1,88.1,113.6,198.1,302.3,103.0,0.631,17.1,83.6,32.6,295.0,0.691,53.5,1
25.6,91.90068,1525.3,22.9,89.1,0.3,0.5,1.3,1.8,2.2,26.8,5.9,0.206,22.6,53.5,180.2,527.5,0.665,20.0,0
23.6945,92.69993,1016.8,46.9,307.7,2.5,7.7,16.0,21.5,21.7,22.4,11.0,0.308,25.8,74.8,36.0,264.8,1.0,65.7,0
23.79129,92.72835,1053.9,44.8,162.4,3.8,17.4,34.0,57.8,73.7,101.9,39.3,0.509,15.3,97.8,102.2,596.3,0.873,498.8,1
23.71957,92.70103,878.7,49.6,8.6,3.1,28.5,37.7,52.7,93.6,112.5,42.4,0.515,15.9,80.9,98.9,334.9,0.697,667.0,1
23.81904,92.71171,1160.7,53.3,233.1,0.9,2.3,3.2,3.9,13.7,32.6,8.7,0.22,26.5,45.5,32.3,429.5,0.825,301.9,0
23.68576,92.69273,1102.9,49.0,204.7,22.6,50.8,104.7,175.1,309.9,479.0,161.8,0.915,16.9,92.0,77.9,471.3,0.556,405.0,1
11.50999,76.13562,790.3,53.9,205.3,24.0,95.9,142.5,198.1,268.8,393.2,145.1,0.964,20.1,93.2,110.4,190.5,0.848,343.7,1
10.06748,76.99484,1449.9,42.7,102.8,0.0,0.1,0.2,0.2,9.7,12.4,3.5,0.172,23.7,57.2,70.9,550.3,0.99,120.3,1
26.09502,91.8296,147.3,20.7,291.7,20.2,69.7,119.9,200.1,261.8,394.3,145.1,0.844,16.5,90.7,116.3,130.5,0.419,1484.7,1
26.07398,91.85134,30.0,32.0,310.9,1.2,6.7,18.4,22.6,33.3,46.8,17.2,0.53,25.0,96.8,473.4,541.0,0.592,293.7,0
26.04032,91.89578,155.7,28.7,309.3,26.3,29.6,79.5,113.0,181.8,285.3,97.8,0.743,22.7,81.5,54.0,350.2,0.714,41.3,1
26.07338,91.77738,193.1,23.9,132.1,1.5,5.6,9.5,15.0,19.8,29.8,11.0,0.478,20.8,93.5,241.8,680.7,0.46,216.5,0
25.24421,91.54151,1061.7,38.5,39.2,30.3,45.9,108.8,134.8,231.1,345.2,119.1,0.759,16.4,97.0,116.8,145.4,1.0,389.7,1
25.27031,91.76465,1473.7,31.5,238.4,4.8,6.6,14.3,16.7,19.3,40.5,13.4,0.249,23.6,52.6,195.1,137.7,0.942,31.7,0
25.61371,91.89507,1464.5,21.7,301.1,2.1,5.9,9.4,13.6,23.1,35.2,12.1,0.404,17.9,95.1,100.9,729.1,0.67,1007.3,0
25.54997,91.93766,1565.2,31.8,97.4,14.2,100.6,134.2,185.1,332.8,519.2,174.1,0.935,17.3,83.1,34.7,413.2,0.516,33.0,1
25.61651,91.92548,1087.0,33.4,162.5,1.3,3.2,6.4,7.6,25.5,51.0,14.3,0.171,23.6,53.3,11.8,590.7,0.898,224.6,0
25.62986,91.91398,1618.5,13.0,37.9,17.2,26.1,50.9,86.8,107.6,158.9,59.9,0.614,16.3,82.1,92.5,474.3,0.609,397.4,0
23.72449,92.74152,1114.1,49.5,122.8,25.5,54.5,85.0,113.2,138.0,191.9,74.8,0.715,13.6,85.0,140.0,546.4,1.0,169.5,1
23.75999,92.69546,872.9,49.6,154.1,7.1,29.0,46.4,56.5,84.5,109.7,41.7,0.549,18.7,85.4,40.9,176.9,0.874,941.8,1
23.72381,92.75119,1052.6,41.9,196.1,61.7,91.1,212.9,312.2,450.0,560.5,219.5,0.98,18.5,94.5,338.2,439.7,0.784,2067.3,1
23.78036,92.80978,1165.3,33.6,161.0,1.6,5.3,6.8,10.6,18.7,42.5,12.5,0.24,20.2,73.5,33.8,225.4,0.706,2601.8,0
23.74589,92.72778,967.8,38.6,181.3,1.5,3.1,5.3,7.1,22.5,41.3,11.9,0.172,29.1,60.9,134.5,652.3,0.688,1307.6,0
11.55894,76.14528,990.2,39.8,248.0,1.6,5.8,11.5,18.0,28.5,40.5,14.6,0.466,16.2,94.8,53.3,185.0,0.992,886.6,1
10.13426,77.02075,1437.9,39.8,219.5,5.1,9.9,22.7,31.8,42.6,65.2,23.7,0.408,15.8,94.6,45.6,227.7,0.97,703.3,1
26.14367,91.7314,30.0,16.7,215.8,16.9,76.9,110.8,143.6,223.8,346.1,120.3,0.812,18.1,93.4,246.3,202.7,0.434,470.2,0
26.03984,91.7285,89.8,26.2,204.8,2.3,7.2,14.3,16.7,24.0,47.8,15.3,0.242,27.4,67.2,140.8,629.7,0.456,555.1,0
26.04545,91.93652,291.0,29.6,67.1,0.8,3.1,6.5,7.9,17.5,24.0,8.1,0.15,24.8,59.3,197.6,391.7,0.794,824.6,0
26.06874,91.77487,30.0,25.5,302.1,28.7,48.0,91.8,120.8,207.0,277.0,100.3,0.722,21.5,89.3,115.0,429.5,0.275,340.8,1
25.33291,91.53465,1230.0,40.9,98.7,3.3,4.5,8.6,13.5,19.2,34.7,11.6,0.181,23.9,66.1,236.2,286.3,0.94,210.9,0
25.23683,91.75119,1412.3,35.6,295.8,33.2,88.9,154.8,212.0,275.6,364.0,142.8,0.947,17.5,93.1,234.7,325.5,0.748,777.3,1
25.58528,91.88927,1331.4,43.4,187.0,13.5,42.7,85.8,106.3,175.4,265.3,91.9,0.684,16.9,85.2,115.2,821.6,0.669,1548.2,1
25.56584,91.88735,1443.6,32.0,242.2,1.3,5.1,8.7,12.9,16.0,19.2,8.0,0.408,18.8,83.5,76.2,539.6,0.659,100.3,1
25.6164,91.97121,1238.3,35.7,14.4,17.4,34.1,70.6,96.0,166.2,208.4,77.5,0.561,18.3,89.3,34.8,299.2,0.885,1148.4,1
25.56988,91.85241,1485.5,20.2,34.4,11.1,20.7,34.1,47.8,64.5,84.2,32.9,0.529,19.9,89.3,43.4,412.4,0.542,864.4,1
23.75877,92.74611,1068.4,43.2,209.4,1.4,2.6,4.5,5.2,17.7,21.6,7.1,0.206,19.5,72.3,132.3,389.2,0.899,215.0,0
23.76429,92.76669,874.1,47.9,14.5,5.7,20.7,25.1,41.1,72.8,94.9,34.5,0.473,21.6,80.2,48.5,203.9,0.901,309.4,0
23.73549,92.70818,1039.8,40.7,292.7,4.2,16.7,28.4,36.4,63.9,79.4,29.6,0.35,20.2,81.1,61.2,349.9,0.765,251.9,0
23.82729,92.76602,1259.4,40.8,288.7,34.2,71.2,128.6,172.4,235.2,333.2,124.6,0.775,17.7,84.4,42.6,567.2,0.689,350.4,1
23.68404,92.71981,1108.4,42.8,27.9,8.6,76.5,125.1,167.2,204.5,269.1,107.7,0.788,18.2,89.0,217.6,579.5,0.677,673.7,1
11.54672,76.16507,857.8,24.4,348.0,0.2,0.4,0.5,0.9,11.9,24.4,6.2,0.173,24.1,69.8,100.3,98.4,0.881,210.2,0
10.10569,77.04435,1426.2,46.8,107.2,0.7,2.2,4.5,6.4,25.2,35.5,10.9,0.191,21.2,50.4,189.4,302.5,0.845,785.6,0
26.05297,91.82638,30.0,18.8,218.1,2.2,20.0,34.2,41.8,61.0,84.8,31.4,0.385,20.7,96.0,224.5,181.4,0.504,3249.1,0
26.06639,91.76904,30.0,19.8,100.4,68.5,117.7,219.0,320.0,450.0,589.9,227.0,0.98,26.5,87.1,33.9,414.0,0.481,1632.5,1
26.05625,91.89523,284.6,43.2,339.3,0.0,0.1,0.2,0.2,4.5,30.5,6.6,0.178,24.6,48.1,43.0,294.2,0.683,1464.0,0
26.11852,91.77782,197.4,19.9,121.7,0.5,0.8,1.3,2.1,5.8,11.2,3.2,0.19,29.0,47.4,158.2,559.3,0.404,2453.9,0
25.32426,91.57881,1247.5,32.0,47.3,5.6,30.6,47.4,56.6,76.3,99.7,38.9,0.447,16.4,89.5,118.1,132.9,0.889,264.5,0
25.25167,91.65924,1436.1,34.6,351.0,13.9,38.0,52.5,78.2,94.0,144.1,53.9,0.547,17.0,80.1,84.2,755.6,0.659,258.0,1
25.60557,91.91796,1436.3,18.1,337.6,0.1,0.6,0.8,1.3,6.3,32.7,7.4,0.194,19.7,53.1,126.3,742.2,0.6,128.5,0
25.55251,91.89715,1334.4,39.2,258.0,4.2,10.3,16.3,20.3,28.7,41.9,15.3,0.425,16.6,92.6,20.8,398.9,0.636,325.5,0
25.61331,91.96627,1352.0,33.4,160.7,3.5,4.3,9.4,11.8,24.0,51.5,15.1,0.238,19.6,62.0,33.7,286.5,0.869,1361.3,0
25.53886,91.88635,1370.7,38.4,65.4,9.1,27.2,41.8,65.3,96.2,117.8,46.2,0.559,19.7,85.4,219.0,558.5,0.43,653.5,1
23.80081,92.7299,1100.6,46.8,90.7,0.2,0.4,0.6,0.9,6.2,19.2,4.6,0.191,19.7,59.7,77.4,384.9,0.983,316.9,0
23.76172,92.73699,1059.7,52.3,79.2,32.9,138.2,190.1,259.3,441.0,600.0,216.0,0.973,19.3,85.0,91.5,212.5,0.857,3799.6,1
23.76623,92.73424,1130.9,43.6,350.8,0.2,0.3,0.5,0.7,3.2,22.7,5.0,0.161,22.0,55.9,162.1,481.3,0.647,447.4,0
23.77786,92.74202,1261.0,44.9,23.8,0.8,1.8,3.6,4.5,17.7,39.2,10.5,0.117,19.1,48.8,100.3,186.1,0.659,719.4,0
23.71359,92.74586,1013.8,31.7,241.5,0.4,1.5,2.4,2.8,7.7,24.2,6.2,0.181,26.2,55.3,88.3,404.4,0.688,157.2,0
11.60368,76.16664,1000.4,40.3,117.6,3.3,27.7,43.5,59.0,91.3,135.5,48.0,0.562,16.0,86.3,45.8,110.9,0.93,656.6,0
10.09266,77.07306,1552.7,43.9,222.6,3.1,3.8,10.0,12.1,29.2,37.8,12.9,0.165,24.0,73.7,14.7,340.1,0.862,120.7,0
26.05837,91.82224,38.1,19.3,273.2,48.0,85.7,159.9,267.8,431.2,600.0,216.7,0.98,19.9,88.1,86.6,741.1,0.536,326.0,1
26.0904,91.76155,95.0,23.9,95.6,0.2,0.6,0.7,1.1,20.5,34.0,9.1,0.19,26.8,54.0,26.7,404.3,0.486,1626.1,0
26.01805,91.89219,146.0,26.1,236.1,9.8,51.5,110.4,183.5,267.6,369.3,137.3,0.912,20.9,86.2,31.2,281.0,0.663,494.8,1
26.08852,91.76775,128.0,19.0,80.5,2.8,7.6,11.3,17.0,18.6,35.8,12.4,0.232,22.8,73.2,304.3,441.0,0.362,2709.6,0
25.37726,91.53527,1171.8,32.1,107.8,11.3,51.9,78.3,116.5,181.5,217.5,85.0,0.744,20.1,98.0,44.0,131.2,0.854,683.6,0
25.27021,91.76005,1509.6,32.8,351.9,0.2,0.6,1.2,1.8,18.1,29.5,8.1,0.176,19.0,74.4,109.5,190.7,0.805,48.2,1
25.60111,91.90533,1495.5,22.5,303.5,23.2,90.5,133.1,190.1,242.8,342.8,130.9,0.915,19.4,86.2,51.6,882.5,0.629,1382.6,1
25.57274,91.89781,1396.9,35.4,10.4,5.6,28.8,39.5,61.1,91.9,112.4,43.9,0.539,19.9,93.7,32.4,321.3,0.654,483.3,1
25.62916,91.92942,1243.7,36.4,263.6,12.8,53.0,101.6,149.0,185.0,260.9,100.5,0.859,21.6,80.5,70.3,198.2,0.849,763.4,1
25.61106,91.89346,1557.3,7.3,47.0,24.1,80.1,124.9,172.1,257.4,318.2,123.8,0.749,16.2,96.5,67.7,866.3,0.727,567.9,1
23.76449,92.70201,1077.2,40.5,280.1,11.4,27.4,42.9,51.7,65.9,87.1,34.4,0.635,21.7,92.9,62.9,274.9,0.836,2101.0,0
23.76375,92.64538,964.7,39.2,183.3,22.6,79.0,113.7,144.0,245.8,352.9,124.0,0.75,20.4,81.9,107.0,203.4,0.878,2407.8,1
23.79224,92.7509,1110.1,33.7,48.2,30.3,111.2,160.5,230.8,401.3,600.0,206.3,0.98,19.5,83.6,152.8,584.7,0.744,242.7,1
23.86359,92.77645,1248.9,45.5,239.7,0.0,0.1,0.1,0.1,1.6,22.1,4.6,0.244,21.9,59.6,27.9,336.7,0.761,661.9,1
23.71385,92.71277,1035.5,39.8,91.2,5.0,7.7,12.5,17.0,32.1,36.1,13.8,0.211,28.5,47.7,68.3,677.9,0.812,1275.4,1
11.54304,76.11216,922.6,35.3,224.3,18.0,32.4,77.3,101.1,174.3,210.4,79.7,0.666,21.5,82.3,79.6,116.3,0.962,63.2,1
10.11678,77.0821,1264.4,42.1,305.4,17.8,40.4,108.5,151.5,235.2,369.5,127.7,0.818,18.8,96.4,86.2,322.5,0.837,521.9,0
26.07515,91.80022,114.7,15.9,161.0,29.5,77.3,122.2,186.0,273.2,432.8,151.1,0.795,19.8,84.4,94.0,333.8,0.503,21.3,1
26.02744,91.80636,30.0,28.9,267.1,30.7,50.2,130.9,164.4,239.6,295.9,116.0,0.826,19.5,89.3,31.4,369.8,0.427,150.5,1
26.01922,91.92049,254.2,31.4,163.3,7.5,35.4,68.8,124.8,224.6,339.3,115.3,0.714,24.9,85.4,28.1,330.3,0.858,485.8,1
26.08212,91.804,175.3,20.2,167.9,0.5,3.6,4.3,7.5,9.1,12.1,4.8,0.445,19.0,93.0,116.3,570.9,0.441,251.4,0
25.32558,91.58156,1100.9,30.1,203.9,14.1,48.1,79.8,133.4,231.0,266.7,103.1,0.743,20.8,86.0,127.7,191.3,0.82,321.8,1
25.26992,91.72223,1488.3,33.0,94.6,4.5,10.3,21.9,26.1,39.8,66.4,22.5,0.306,17.8,72.9,38.9,156.8,0.914,434.5,0
25.53095,91.83729,1591.3,25.6,17.0,50.1,89.2,175.7,242.9,424.3,593.7,209.7,0.98,13.9,95.2,94.7,707.8,0.733,1018.6,1
25.57168,91.92066,1444.1,30.1,167.0,8.7,27.7,49.1,66.8,106.7,162.8,56.6,0.579,16.3,95.3,33.6,871.9,0.628,1523.6,1
25.67439,91.881,1263.5,40.5,23.6,34.5,73.4,123.0,168.1,287.4,400.5,142.5,0.822,21.3,81.1,46.8,278.2,0.732,260.3,1
25.60455,91.91036,1454.4,17.4,6.4,0.0,0.1,0.2,0.2,10.3,10.7,3.2,0.239,24.8,70.5,210.6,509.2,0.416,1514.6,0
23.70695,92.71035,1199.1,31.0,30.4,1.7,4.0,9.0,12.3,21.1,41.2,12.8,0.267,18.5,71.1,39.7,798.9,0.833,351.8,1
23.74509,92.70198,1007.9,38.5,239.3,24.2,42.2,64.3,112.5,153.4,244.1,86.7,0.693,22.6,80.1,68.4,155.7,0.959,477.3,0
23.7565,92.7573,1085.0,43.0,242.5,6.5,17.9,25.6,40.7,68.5,98.2,34.6,0.466,18.4,96.5,98.5,332.1,0.829,481.9,0
23.81381,92.75612,1282.7,41.9,232.4,2.3,7.9,9.0,13.2,29.9,42.7,14.2,0.187,25.6,64.0,27.1,267.8,0.818,538.5,0
23.74647,92.70817,850.6,46.9,286.7,49.4,82.2,215.4,319.6,440.9,600.0,228.0,0.98,17.6,83.4,35.7,445.9,0.672,1033.5,1
11.56452,76.14575,867.6,36.5,211.2,8.8,36.4,65.3,85.1,150.2,232.4,78.5,0.569,23.0,90.1,99.4,108.3,0.887,82.0,1
10.12237,77.14086,1490.4,41.9,22.9,15.8,59.7,160.6,229.6,358.2,422.0,166.1,0.928,18.9,92.3,332.9,386.2,0.972,1069.5,1
26.08265,91.76082,187.4,23.7,196.9,6.7,37.2,53.6,91.1,141.7,193.7,71.1,0.616,21.3,97.1,83.7,202.8,0.338,1719.4,0
26.03428,91.77202,35.0,20.0,9.3,23.8,75.5,111.2,138.6,169.3,244.8,93.6,0.771,17.5,85.0,44.3,734.9,0.528,29.5,1
26.0403,91.89279,121.6,37.5,193.4,1.7,5.8,7.9,9.9,28.0,49.9,14.8,0.24,24.6,55.8,171.4,319.7,0.765,85.1,0
26.10497,91.81876,59.9,21.8,224.4,1.1,3.7,7.3,8.2,22.1,42.3,12.3,0.239,23.2,67.5,90.5,499.2,0.318,37.7,0
25.26636,91.60401,1255.2,36.5,145.2,0.5,0.7,1.7,2.1,8.9,31.4,7.6,0.246,16.0,50.1,106.0,637.0,1.0,952.6,1
25.29334,91.72321,1487.2,47.9,328.5,1.1,2.8,5.7,7.0,12.7,20.2,6.7,0.16,19.6,65.9,106.6,208.9,0.913,20.0,0
25.56461,91.89376,1549.0,33.8,76.4,6.2,33.6,68.0,81.8,113.4,174.7,62.7,0.608,14.9,80.7,20.6,745.6,0.665,174.7,1
25.62347,91.90547,1405.7,31.8,174.6,31.9,69.1,108.1,150.9,244.4,326.3,119.9,0.797,15.1,89.4,101.6,381.9,0.664,70.1,1
25.66932,91.95628,1357.8,40.9,96.4,16.6,97.7,128.2,188.8,248.9,335.3,129.7,0.871,13.8,90.5,66.9,214.3,0.647,54.5,1
25.53188,91.9047,1625.6,22.0,286.5,5.8,21.9,28.5,44.9,71.3,110.0,38.1,0.609,19.8,89.4,201.0,416.7,0.596,1203.3,1
23.73222,92.82943,1021.8,51.8,245.4,13.5,65.4,114.1,144.3,221.8,329.0,116.8,0.721,15.6,94.6,45.9,347.0,1.0,746.2,1
23.75652,92.64462,1025.0,56.6,325.2,5.4,16.5,31.7,57.2,73.9,108.4,40.5,0.533,14.5,90.6,184.3,479.5,1.0,20.0,1
23.76783,92.73709,999.0,45.9,239.2,0.5,0.8,1.3,2.0,17.2,40.9,10.3,0.176,25.6,67.1,193.1,385.3,0.731,994.3,0
23.75968,92.74685,1283.1,56.6,62.7,0.2,1.1,1.4,1.9,3.2,21.1,4.9,0.16,22.2,74.2,77.8,303.1,0.942,176.7,0
23.73328,92.76087,1030.1,36.8,290.4,27.5,29.6,72.9,111.0,165.3,227.5,84.2,0.65,21.4,95.7,248.4,635.3,0.577,1684.8,1
11.53241,76.15772,826.6,28.7,168.3,14.8,86.5,120.2,211.9,268.3,335.1,136.2,0.809,16.0,94.4,142.6,173.4,0.781,1013.3,1
10.0495,77.02113,1484.5,41.6,173.6,56.0,89.8,159.3,280.4,423.6,510.8,200.6,0.98,16.2,85.8,230.9,277.7,0.904,295.8,1
26.04442,91.82637,203.7,29.7,258.9,1.0,4.0,5.0,7.2,17.4,29.4,9.1,0.196,28.7,56.6,138.6,258.4,0.452,1446.4,0
26.02563,91.78027,146.0,30.5,293.2,16.0,37.9,90.1,124.6,221.1,304.3,107.9,0.695,22.0,86.1,165.0,435.6,0.442,237.1,1
26.02325,91.91067,236.6,27.2,115.8,70.4,83.6,220.0,296.4,441.6,600.0,223.4,0.98,24.9,95.0,127.8,379.1,0.761,457.8,1
26.15431,91.79232,143.4,26.9,128.3,15.4,39.4,88.5,105.0,138.6,172.9,69.4,0.701,19.4,86.8,253.4,543.3,0.357,697.5,0
25.36697,91.6219,1081.4,38.0,233.7,1.3,3.3,7.4,10.2,12.7,41.2,11.5,0.135,21.6,68.0,80.1,140.7,0.923,655.3,1
25.27873,91.78304,1454.1,37.5,317.7,28.0,50.6,159.8,200.8,284.3,396.2,147.8,0.877,20.1,97.2,90.6,186.6,0.933,1784.9,1
25.5471,91.88454,1577.7,25.9,237.8,9.0,24.1,43.8,54.4,74.9,91.7,36.7,0.46,13.6,82.4,101.2,656.6,0.529,375.6,0
25.60732,91.8873,1507.6,40.2,125.6,0.5,0.7,1.3,1.7,15.9,40.5,10.0,0.202,23.1,56.8,56.8,495.7,0.555,448.3,0
25.59991,91.95806,1343.2,46.3,7.6,31.7,124.0,186.9,261.3,441.7,600.0,216.4,0.98,20.8,88.9,11.3,813.3,0.716,808.3,1
25.58962,91.93412,1625.9,34.7,95.4,10.4,18.5,37.3,50.1,64.7,101.6,36.8,0.515,20.2,80.4,53.4,510.1,0.491,2138.4,0
23.74398,92.75713,1147.9,35.7,289.0,26.9,48.2,120.3,189.4,276.9,397.4,145.1,0.774,16.6,87.0,40.2,607.5,0.924,20.0,0
23.77051,92.73255,995.6,41.0,3.2,5.0,15.1,18.9,33.9,54.1,77.2,27.6,0.536,17.3,81.6,215.3,325.3,0.88,83.3,0
23.79561,92.75119,1145.0,30.3,24.1,2.4,8.5,15.1,18.2,26.4,32.6,12.8,0.491,18.3,94.5,27.4,476.9,0.769,90.3,0
23.78529,92.72695,1177.9,47.0,100.1,69.4,124.3,211.5,298.7,450.0,518.5,208.4,0.98,19.8,88.5,82.8,187.1,0.844,621.4,1
23.7185,92.74666,980.9,35.2,236.0,6.4,30.5,43.3,61.4,90.7,117.1,44.8,0.633,20.1,87.4,104.4,570.3,0.636,1601.5,0
11.5542,76.09575,979.8,33.7,136.2,0.2,0.6,0.8,1.0,5.2,20.3,4.8,0.182,21.3,68.4,153.0,128.8,0.765,1771.3,0
10.09025,76.97591,1615.6,49.1,175.1,27.9,40.3,75.7,122.6,181.4,230.2,88.7,0.746,20.0,95.7,18.9,579.9,0.813,379.3,1
26.02131,91.81421,53.3,18.7,38.7,26.5,35.8,65.3,110.7,153.0,237.5,85.0,0.686,21.4,88.0,48.8,237.7,0.448,452.6,1
26.09408,91.84046,261.9,17.4,295.0,0.2,0.5,0.8,1.3,14.6,40.5,9.8,0.2,23.8,70.6,206.6,396.2,0.477,835.5,0
26.07247,91.82317,230.4,29.3,0.1,0.1,0.3,0.6,0.8,7.9,17.5,4.5,0.141,25.5,45.7,60.0,591.9,0.777,245.5,0
26.12528,91.82942,89.9,17.2,50.6,12.2,29.1,46.0,55.1,84.5,110.2,41.5,0.541,23.1,81.2,142.4,532.9,0.423,492.2,0
25.32343,91.6,1049.1,45.7,241.2,14.2,62.9,72.3,129.3,230.1,319.2,112.7,0.651,16.0,81.2,388.4,91.0,0.788,719.2,1
25.21547,91.82917,1498.7,32.9,69.8,13.7,83.3,141.1,197.1,258.8,304.2,126.1,0.894,14.1,94.9,64.4,193.0,0.972,840.4,1
25.60846,91.90584,1540.4,25.2,254.2,28.7,51.4,86.3,130.4,195.1,275.2,100.6,0.685,19.6,81.8,86.1,569.3,0.715,60.3,1
25.61554,91.8453,1412.6,32.3,62.9,1.8,3.3,5.2,8.2,27.8,36.3,11.7,0.282,18.5,45.7,153.0,435.4,0.631,145.5,0
25.63581,91.89139,1294.7,41.9,206.1,25.6,75.4,84.0,139.4,217.2,291.2,107.8,0.727,13.6,94.9,61.1,307.6,0.772,250.1,1
25.61051,91.85854,1449.7,28.4,140.5,10.6,51.8,113.2,151.2,241.8,309.2,116.3,0.709,16.7,83.8,36.9,750.6,0.497,329.4,1
23.72058,92.70776,1178.8,43.2,122.3,0.9,4.0,5.2,8.2,18.9,32.0,9.9,0.171,24.1,71.1,563.3,360.4,0.83,334.7,0
23.765,92.65088,961.7,48.8,132.6,6.8,15.7,23.9,31.4,43.2,56.3,21.9,0.563,20.6,95.4,22.1,267.8,0.902,50.6,0
23.75316,92.7583,1124.3,36.9,61.3,1.0,7.9,9.5,15.5,24.9,34.7,12.5,0.479,18.7,97.0,64.9,359.4,0.615,783.1,0
23.82133,92.74911,1176.3,35.4,283.3,5.4,16.1,24.9,30.0,50.2,74.0,25.8,0.511,16.9,87.7,40.4,252.7,0.731,440.0,0
23.72612,92.72543,1075.0,38.8,277.8,5.3,43.4,56.1,89.7,152.3,223.4,77.8,0.605,18.1,91.9,75.0,539.4,0.698,448.8,1
11.6647,76.15773,962.6,42.1,239.0,24.8,68.0,154.2,192.9,263.3,389.6,142.8,0.956,21.0,85.4,77.5,128.0,0.878,610.5,1
10.11551,77.10906,1545.2,37.0,176.1,2.5,4.4,9.9,16.3,27.8,41.1,14.3,0.492,19.2,83.2,81.4,561.6,0.722,281.6,0
